nombre|artista|duracion
Never Back Down|Hyro The Hero|220760
War in the Streets.|After 10|264640
Brother|Saul|259813
Crooked Soul - Single Version|Dayseeker|234088
Lost (feat. Sully Erna)|Stitched Up Heart|207735
Awakening|Throw The Fight|191027
I AM|Toothgrinder|206560
The Safety of Disbelief|Light The Torch|213227
Sound the Alarm|Shallow Side|222733
Outlaws & Outsiders|Cory Marks|197235
Too Much Is Not Enough|Shakra|221627
Low Life|Crobot|216515
Ordinary Man (feat. Elton John)|Ozzy Osbourne|301730
Kill the Lights|Righteous Vendetta|172250
Rise|H.E.A.T|256984
Crack of Doom (feat. Troy Sanders)|Kvelertak|233929
Swing It|Phil Campbell|231035
Backseat Boogie|Airbourne|203137
We Stand as One|Wishbone Ash|255520
Big Disaster|Black Swan|277153
Alive|Silvera|191040
True Believer|Santa Cruz|201547
Fortunate Son|The Dead Daisies|203520
Too Bad|Rival Sons|284787
Mondays|Onlap|223995
Thundersmith|Kobra And The Lotus|220670
Broken Hearts Broken Bones|Charm City Devils|173671
Die Rockin|Whiskey Myers|204271
Sin on Skin|Those Damn Crows|235907
School of Hard Knocks|Biff Byford|261000
Missteria|Gotthard|196200
Detroit City 2020|Alice Cooper|200411
Where Are You Eden?|Magnum|336453
Freaking Out Loud|Laura Cox|200400
Better Off|Cory Marks|197466
Electric Worry - The Weathermaker Vault Series|Clutch|335697
Never Die (A Song for Marcel)|Talisman|192000
So Careless|The Tea Party|202648
Be Cowboy (PBR Anthem)|Black Stone Cherry|159759
Bråtebrann|Kvelertak|418438
Ain`t Gonna Stop (Until I Stop It)|Supersuckers|169802
Dislocated|The Wildhearts|351961
Reptile|Crashdïet|204874
Blackened Eyes|Hank von Hell|208736
Righteous Days|The Dead Daisies|218823
Insanity|Quiet Riot|283295
This Is Our City|Airbourne|185285
When the Heartache Has Gone|Revolution Saints|280904
Home|Junkyard Drive|250612
In the Shadows|Bombus|266703
White Lines|Tygers Of Pan Tang|261112
Heart Shaped Ashes|Celestial Ruin|241680
Here Comes the King|Dirty Shirley|403506
Lead Boots|Mammoth Mammoth|218900
Hear Me|Wolf Jaw|219725
The Truth Ain't What It Used To Be|Wayward Sons|210987
Hail the End of Days|Deaf Rat|254367
PIERREPOINT|Florence Black|203617
Can't Stop Rock & Roll|The New Roses|219307
Dying Light|Alter Bridge|346793
Come Get Your Coat|Blacktop Mojo|268813
Fuck Everybody|Steel Panther|220016
One Way Out|Florence Black|201769
Talk to Me|Sixx:A.M.|219795
Anna-Leigh|Royal Republic|194853
Tonight the Moonlight Let Me Down|Black Star Riders|234056
Shut Up & Kiss Me|Whitesnake|217333
Any Other Way|Wayward Sons|203407
These Old Boots|Phil Campbell|304580
Blood of Babylon|THE NEW DEATH CULT|198853
Where Angels Fear To Tread - Single Version|Mustasch|211762
Cheapside Sloggers (feat. Gary Holt)|Volbeat|232107
Destitute|Like Machines|239878
Purpose For Pain|Scott Stapp|198573
Libertine|The Cult|268627
Tommy Gun|Captives|191957
Vultures|Bokassa|165055
The Dirt (Est. 1981) [feat. Machine Gun Kelly]|Mötley Crüe|232000
Burning Star|D-A-D|221033
United|Eclipse|228600
A Death In The Family|Sum 41|198358
Life's a Bitch|Accept|226093
Can't Sleep|Blacktop Mojo|281962
Overboard|Helhorse|280573
When I'm Gone|Dirty Honey|205091
Rising Power|The Treatment|164307
Affirmation|Sammy Hagar|199973
What Is Wrong|Mustasch|201972
The Storm|Ritchie Blackmore's Rainbow|257560
Silent Thunder|Crazy Lixx|308971
Army of the Sun|Doctor Pheabes|232473
Good Morning Midnight|Backyard Babies|178507
Mouthbreathers Inc.|Bokassa|186167
I'm In A Band|Danko Jones|238341
Gimme Love|Electric Mary|201467
Warpaint|Buckcherry|232067
Leaders of Tomorrow|Perkele|236867
Step Back|Black Paisley|265151
Hard and Loud|Royal Bliss|194305
Paradise City|Guns N' Roses|406307
Panama - 2015 Remaster|Van Halen|210227
Rock You Like A Hurricane|Scorpions|252493
Dr. Feelgood|Mötley Crüe|290187
Pour Some Sugar On Me - Remastered 2017|Def Leppard|267307
Still of the Night - 2017 Remastered Version|Whitesnake|399693
Crazy Train|Ozzy Osbourne|296200
You Give Love A Bad Name|Bon Jovi|223733
Seventeen|Winger|245267
Nobody's Fool|Cinderella|286627
Rainbow in the Dark|Dio|256933
Lay It Down|Ratt|205560
Bad Medicine|Bon Jovi|316707
Metal Health (Bang Your Head)|Quiet Riot|316867
The Final Countdown|Europe|310333
Home Sweet Home|Mötley Crüe|240933
No One Like You|Scorpions|237467
Close My Eyes Forever|Lita Ford|283133
Welcome To The Jungle|Guns N' Roses|273600
Every Rose Has Its Thorn - Remastered 2003|Poison|260173
Is This Love - 2017 Remastered Version|Whitesnake|284600
Lick It Up|KISS|236640
Once Bitten Twice Shy|Great White|322897
Wanted Dead Or Alive|Bon Jovi|308667
Don't Know What You Got (Till It's Gone)|Cinderella|354640
You're in Love|Ratt|194107
Girls, Girls, Girls|Mötley Crüe|270427
Here I Go Again 87 - 2007 Remastered Version|Whitesnake|270160
Livin' On A Prayer|Bon Jovi|250627
Sweet Child O' Mine|Guns N' Roses|356400
Cum on Feel the Noize|Quiet Riot|287400
Jump|Van Halen|239560
Rock the Night|Europe|247493
Talk Dirty To Me|Poison|224960
Working for the Weekend|Loverboy|220707
Holy Diver|Dio|353787
Kickstart My Heart|Mötley Crüe|282920
Round and Round|Ratt|266627
We're Not Gonna Take It|Twisted Sister|219667
Cherry Pie|Warrant|201027
Summertime Girls - Studio Version|Y&T|209067
18 and Life|Skid Row|231280
Heaven's On Fire|KISS|201400
Dude (Looks Like A Lady)|Aerosmith|265773
Gypsy Road|Cinderella|235733
Alone Again|Dokken|262200
Poison|Alice Cooper|269600
Addicted To That Rush|Mr. Big|284973
Inside Out|XYZ|228533
I Wanna Be Somebody|W.A.S.P.|223533
Wait|White Lion|295427
Over The Mountain|Ozzy Osbourne|271400
Wild Frontier - Remastered 2002|Gary Moore|255720
Armed And Ready - 2008 Remastered Version|Michael Schenker Group|248333
I Surrender|Rainbow|241893
Edge Of A Broken Heart|Vixen|265333
I Don't Believe In Love - Remastered 2003|Queensrÿche|263560
I Hate Myself for Loving You|Joan Jett & The Blackhearts|246800
Eye of the Tiger|Survivor|245640
Kiss Me Deadly|Lita Ford|241800
I Remember You|Skid Row|313693
Wild Side|Mötley Crüe|281960
Heaven|Warrant|236867
Fallen Angel - Remastered|Poison|238200
Shout At The Devil|Mötley Crüe|195853
Runaway|Bon Jovi|230667
Shake Me|Cinderella|222467
Modern Day Cowboy|Tesla|318227
Why Can't This Be Love|Van Halen|227693
Up All Night|Slaughter|226027
High Enough|Damn Yankees|287320
Rock And Roll All Nite|KISS|168733
Living After Midnight|Judas Priest|210133
Wild Child|W.A.S.P.|312400
Unskinny Bop|Poison|228067
Bark at the Moon|Ozzy Osbourne|257120
In My Dreams (Re-Recorded / Remastered)|Dokken|273013
Sister Christian|Night Ranger|302933
Love Song|Tesla|321267
Ain't Talkin' 'Bout Love - 2015 Remaster|Van Halen|227800
Ace of Spades|Motörhead|165907
Don't Close Your Eyes|Kix|257053
Detroit Rock City|KISS|215899
Hot for Teacher - 2015 Remaster|Van Halen|282747
Don't Treat Me Bad|Firehouse|235360
Don't Stop Believin'|Journey|250987
House of Pain|Faster Pussycat|346627
Sharp Dressed Man - 2008 Remaster|ZZ Top|258027
Paranoid - 2016 Remaster|Black Sabbath|168406
You Shook Me All Night Long|AC/DC|210173
I Was Made For Lovin' You|KISS|271240
Breaking the Chains|Dokken|231693
Uncle Tom's Cabin|Warrant|241507
Mama, I'm Coming Home|Ozzy Osbourne|251867
Runnin' with the Devil - 2015 Remaster|Van Halen|214960
Just Like Paradise|David Lee Roth|243280
Since You Been Gone|Rainbow|197867
Cryin'|Vixen|211907
Barracuda|Heart|261933
Wind Of Change|Scorpions|313227
Forevermore|The Northmen|261000
Pathetic|My Own Words|236913
Falling Down|Dylan 'N' Alice|261226
Trial by Fire|Mammothor|222840
Break on Through (To the Other Side) [feat. Andy James]|Violent Idols|156500
Undead|Parts Per Million|221560
The Wolf You Feed|Stone Dog Zen|246637
The Halo Project: Rewired [Radio Edit]|Ashes to Embers|216001
Break Stuff|Limp Bizkit|166653
Dig Your Grave|The Northmen|164929
Die MF Die|Dope|186067
Mama Said Knock You Out|Five Finger Death Punch|167480
Murmaider|Metalocalypse: Dethklok|204360
Me Against the World|Blacklite District|214007
Cryin' Like A Bitch!!|Godsmack|201667
Full Circle|Five Finger Death Punch|202250
Flare of Defiance|Veio|263077
Cold as Ice|Blacklite District|207776
Soul Sister Retribution|Rockie Brown|206187
Apathy Killed the Artist|Twisted Illusion|289533
You|Zero Theorem|206700
Paranoia|Hostile Array|230000
Uncanny Valley|Atlas For Infinity|227370
The Ghost of You|Jake Adkins|201467
When You Come Around|Chasing Desolation|175588
Dimensions|Aristic|244235
The Tethered|Stone Dog Zen|258738
Black Tongues|One Way to Live|201796
Falling Apart|Take The Day|222200
Glory|The Score|166693
Call It Like It Is|Another Lost Year|214302
Little by Little|The Hate Club|213750
Only You|From Inside|204200
Wild Fire|Travel Light|184131
Between Empathy & Apathy|Common Vision|227824
Half. Awake|Starsick System|229500
Medicine|Jake Adkins|230722
Follow the Blind|Afterlight|251528
Peace in Misery|Death Remains|218595
As the Other Closed|Nathan Aeli|170373
Cut The Cord|Shinedown|224597
Me Against the Devil|Jake Adkins|240294
Coming Down|Five Finger Death Punch|241227
Love Hate Relationship|Trapt|253947
Love-Hate-Sex-Pain|Godsmack|315453
Lift Me Up|Five Finger Death Punch|246613
Wicked Ones|Dorothy|172516
18/5/15|Nathan Aeli|172053
More Than Animals|Awake At Last|177857
Hitcher|Mammothor|212613
Adrenalize|In This Moment|255773
Wrong Side Of Heaven|Five Finger Death Punch|270933
I Feel Alive|Steady Rollin|373512
Still Alive|Prison|184402
Battle Inside|My Own Words|194392
Songs To Make You Move|Certain Animals|176803
I Will Not Bow|Breaking Benjamin|216733
Breath|Breaking Benjamin|218467
Override|New Vegas|244075
Dance With The Devil|Breaking Benjamin|227107
In the End I'm Back to Me|Steady Rollin|303747
Firefly|Breaking Benjamin|187573
Luddite|"Division  North"|170586
At the Wheel|Colorblind|232927
For the future generation|Tears of a fallen hero|178789
We Are the Youth|Then Came Monsters|219409
Three Way Ride|Wildstreet|224173
Zero Gravity|Alveole|207536
Greed|Oracle|206467
Night on Fire|Half Past Seven|223380
Dear Agony|Breaking Benjamin|258253
Follow - Radio Edit|Breaking Benjamin|197040
Cold|Crossfade|194227
Our Revolution|Within Shadows|237558
So Far Away|Crossfade|205520
Colors|Crossfade|198533
The Deep End|Crossfade|203600
Under and Over It|Five Finger Death Punch|230748
Never Enough|Five Finger Death Punch|209373
Hollow Bastion|Saving Vice|204125
Electric|Tyler Gilbert|291360
Trenches|Pop Evil|218572
Crazy B*tch|Buckcherry|202733
Bones|Young Guns|197680
The Diary of Jane - Single Version|Breaking Benjamin|200547
Bad Girlfriend|Theory of a Deadman|205627
All or Nothing|Theory of a Deadman|210560
Fake It|Seether|193893
Misery|Eva Under Fire|221268
Remedy|Seether|207213
Country Song|Seether|229493
FMLYHM|Seether|208187
Hell Yeah|Rev Theory|247613
Suicide Betsy|Rear Naked Choke|195885
In the End|Linkin Park|216880
I Hate Everything About You|Three Days Grace|231480
Break|Three Days Grace|193107
Can't Hold On|Tragedy Channel|227260
Wide Awake|The Fame|199614
DEVIL|Shinedown|207987
Scars|I Prevail|229773
Inside Out|Five Finger Death Punch|226349
Killing Me Slowly|Bad Wolves|237065
Anthem Of The Lonely|Nine Lashes|241720
Dead Machine|Egypt Central|166688
Cannonball|Zero Theorem|187200
Army of One|Message from Sylvia|203999
At Your Altar|Within The Grey|190213
Adrenalize|In This Moment|255773
ONE OF US|FEVER 333|204267
Something Different|Zero Theorem|188349
P Is for Pompeii|Johnny Stranger|210036
Resentment|A Day To Remember|227267
Area|Zero Theorem|194073
Denial|Sevendust|258427
Euthanize|Zero Theorem|187586
Brand New Numb|Motionless In White|222461
House Of Gold|Atreyu|238662
We're Coming In|FEVER 333|136061
The Warlock|Johnny Stranger|163826
wonderful life (feat. Dani Filth)|Bring Me The Horizon|274403
Back Foot|Dinosaur Pile-Up|188653
Low|Zero Theorem|198511
No More|Disturbed|232640
Mockingbird|Dylan 'N' Alice|269750
Becoming|Zero Theorem|190202
A Grave Mistake|Ice Nine Kills|184227
Low|Wage War|227093
Brother|Saul|259813
Rorschach|Zero Theorem|206024
Faint|Memphis May Fire|165747
Wasted|Killakoi|227911
Black Water|Massface|208077
So Far Down|American Sin|204802
The Killing|Zero Theorem|175852
Bow Down|I Prevail|242680
Unsainted|Slipknot|260773
You'll Never Find Me|Korn|220881
Threat|Zero Theorem|190057
Welcome Home|HELLYEAH|272503
Cross Off|Mark Morton|253446
When Legends Rise|Godsmack|172826
MONSTERS|Shinedown|248373
Who I Am|Wage War|221760
Out For Blood|Sum 41|216571
MZRY|Crown The Empire|244615
Back In Black|AC/DC|255493
Smoke on the Water|Deep Purple|334240
Black Dog - Remaster|Led Zeppelin|295387
Welcome To The Jungle|Guns N' Roses|273600
Rattle Your Cage|Skrizzly Adams|209972
Somebody To Love - 2011 Mix|Queen|296493
Ozone|New Politics|172221
Highway to Hell|AC/DC|208400
Rock and Roll - 1990 Remaster|Led Zeppelin|219800
Thirteen|Vivillain|162900
Sweet Emotion|Aerosmith|274133
Fake|RedHook|181271
Constellation|Spacebones|247509
T.N.T.|AC/DC|214667
Guerrilla Radio|RedHook|217385
Revolution - Remastered 2009|The Beatles|205293
Girls, Girls, Girls|Mötley Crüe|270533
Waves|Alborn|274445
Paranoid|Royal Bliss|166647
Lowlowlow|Sail By Summer|191933
Dull Days|Robbers|237857
Yeah Yeah|MELANIE?|177951
Heart Talk|Alex McArtor|235338
Eye of the Tiger|Survivor|227307
Living Proof|Des Rocs|235099
Spin Around|The Eiffels|177299
Cause the World Is Small|Brothers Page|217455
Message In A Bottle - Remastered 2003|The Police|290280
Coexist|Sonia Stein|248306
Both of You|Patrick Martin|179648
You Really Got Me|Van Halen|157640
Anytime Soon|Chris Beer|215423
Crazy|Alex McArtor|214127
The Whole Truth|Abby K|237320
Lost in You Now|Brooke Lanziner|143933
Show Me|Raquel Aurilia|229070
What You're Made Of|Arrested Youth|188166
Satisfy Me|The Unfits|244120
Short Skirt, Bare Knees|Tyler Boone|191000
Tears of Love|TOSH|197120
Sneakers|The Inoculated Canaries|272480
To Be a Man|4FOXSAKE|191184
Princes Of The Universe|Queen|213200
Echo|Tess Posner|182374
Promise Me|Brian Mackey|197181
Mr. Jones|Counting Crows|272507
Sick As Our Secrets|Makes My Blood Dance|238657
The Way|Evan Troop|172774
Loving Is the Way|Alex McArtor|245373
Iron Man|Black Sabbath|354240
Heat Of The Moment|Asia|227627
Drive Slow|Skrizzly Adams|202189
Donna|The Inoculated Canaries|246093
Act One|The Let Go|193305
Broken/Scarred|Christopher Shayne|209623
Expectations|Arrested Youth|196280
Freaking Out|The Wrecks|199840
More Than A Feeling|Boston|285493
New Me Who Dis|Andrew Gialanella|148997
Walk Me Home|Joe McLeod|217755
Trouble|ChrisLee|156857
Sweet Home Alabama|Lynyrd Skynyrd|287173
My Pickup Song|John Belthoff|243910
Groundhog|Scott Krokoff|238722
Addiction|Andrew W. Boss|202664
Slow Ride|Foghat|494533
Reflections|Irvine|222128
Manimals|Tarun|219875
East Coast|Alex McArtor|180821
Have You Ever Seen The Rain?|Creedence Clearwater Revival|160133
I Want Your Love|Dez Money|243382
My Foolish Heart|Abby K|238507
Rock And Roll All Nite|KISS|168160
Glamour Queen|KAATO|288097
Screw U|Ryan Wright|192372
Bottle This Love|Pacific|169621
My Religion|Wilderlife|179187
Solitario Rock and Roll|Té de Brujas|296312
Lifeline|Homestead|255000
Stereo|Hey Guy|219400
Back to You|Brothers Page|178162
Mississippi Queen|Mountain|149676
Metal Health (Bang Your Head)|Quiet Riot|319320
18 And Life|Skid Row|229467
Almost Love|Ashlie Amber|203150
Tonight I'm Gonna Rock You Tonight|Spinal Tap|156267
YYZ|Rush|266067
Where Are You Now|Tiny Fighter|162273
Lemonade|The Old Americana Band|261579
Talk Dirty To Me|Poison|223960
Royal Pigs|Broken Baby|201056
You've Got Another Thing Coming|Judas Priest|309293
Do Me Right|Hollis Brown|278213
Strange Direction|Brothers Page|231345
Rebel.|After 10|195213
Piano Man|Billy Joel|338733
Still Loving You|Scorpions|388613
Always Somewhere|Scorpions|297520
When The Smoke Is Going Down|Scorpions|231987
Holiday|Scorpions|391360
Send Me An Angel|Scorpions|273200
Follow Your Heart|Scorpions|245627
Rock You Like A Hurricane|Scorpions|253667
No One Like You|Scorpions|238867
You & I - Live|Scorpions|319347
Believe In Love|Scorpions|323613
We'll Burn The Sky|Scorpions|391053
Humanity|Scorpions|326640
Big City Nights|Scorpions|298720
The Zoo|Scorpions|330467
Coast To Coast|Scorpions|283107
Top Of The Bill - Live|Scorpions|407333
Walking On The Edge|Scorpions|309360
In Trance - Studio Edit|Scorpions|230013
The Future Never Dies|Scorpions|243800
Every Minute Every Day|Scorpions|263320
Alien Nation|Scorpions|344040
Bad Boys Running Wild|Scorpions|236520
A Moment In A Million Years|Scorpions|222573
Your Light|Scorpions|275080
Deep and Dark|Scorpions|217347
Dynamite|Scorpions|254627
No Limit|Scorpions|203347
In Search Of The Peace Of Mind|Scorpions|297120
Baba O'Riley - Original Album Version|The Who|299750
Poison|Alice Cooper|270787
You Shook Me All Night Long|AC/DC|210880
Think I'm In Love|Eddie Money|188533
Gimme All Your Lovin'|ZZ Top|241080
White Wedding - Pt. 1|Billy Idol|252200
Can't You See|Black Stone Cherry|211160
Sound of Madness|Shinedown|233987
Sweet Child O' Mine|Guns N' Roses|356000
Zombie|Bad Wolves|254805
Stranger In My House|Ronnie Milsap|253360
Caroline|Status Quo|256960
Werewolves of London|Warren Zevon|208173
Run|The Exits|262190
It's a Long Way to the Top (If You Wanna Rock 'N' Roll)|AC/DC|301227
Hallowed Be Thy Name - 1998 Remastered Version|Iron Maiden|432800
Hot Blooded|Foreigner|268693
Daddys Little Evil|Bubbatrees|208257
Rebel Rebel - 2016 Remaster|David Bowie|274747
Firecracker|The Baskervilles|200854
I Ran (So Far Away)|A Flock Of Seagulls|308933
Blame|Late Night Legacy|163781
The Throne|Other Nature|255313
Rock the Casbah - Remastered|The Clash|222427
(Oh) Pretty Woman - 2015 Remaster|Van Halen|172671
Dream On|Daydream Nation|198800
Walk Of Life|Dire Straits|249960
Sweet Home Alabama|Lynyrd Skynyrd|284187
We're An American Band - Remastered 2002|Grand Funk Railroad|207093
Takin' Care Of Business|Bachman-Turner Overdrive|289893
Sex on Fire|Kings of Leon|204587
Mystify|INXS|197587
Bad Medicine|Bon Jovi|316520
Thunderstruck|AC/DC|292880
Simply Irresistible|Robert Palmer|255093
In a City|Modern Love Child|218609
Fly Away|Lenny Kravitz|221893
Are You Ready|AC/DC|250333
Some Kind Of Wonderful - Remastered 1999|Grand Funk Railroad|202733
